Type	Filename	Filename with path	Base filename	Line	Column	Column(0 indexed)	Message level	Message number	Message number (4 digits)	Message text	Message help file	Verbose text	Rule	Group id
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	635	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	635	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) | c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	636	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	636	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) ^ c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	637	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	637	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) << c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	638	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	638	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) >> c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	639	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	639	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) < c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	640	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	640	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) <= c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	641	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	641	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) >= c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	642	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	642	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) > c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	643	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	643	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) == c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	644	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	644	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) != c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	645	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	645	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) && c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	646	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	646	11	10	1	3390	3390	 Expression is equivalent to: "(a / b) || c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	657	11	10	1	3396	3396	 Extra parentheses recommended. A binary operation is the operand of a conditional operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3396.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	657	11	10	1	3390	3390	 Expression is equivalent to: "(a / d) ? b : c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	658	7	6	1	3396	3396	 Extra parentheses recommended. A binary operation is the operand of a conditional operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3396.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	658	7	6	1	3390	3390	 Expression is equivalent to: "a ? (b / d) : c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	659	7	6	1	3396	3396	 Extra parentheses recommended. A binary operation is the operand of a conditional operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3396.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	659	7	6	1	3390	3390	 Expression is equivalent to: "a ? b : (c / d)"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	675	11	10	1	3389	3389	 Extra parentheses recommended to clarify the ordering of a % operator and another arithmetic operator (* / % + -).	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3389.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	675	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) * c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	676	11	10	1	3389	3389	 Extra parentheses recommended to clarify the ordering of a % operator and another arithmetic operator (* / % + -).	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3389.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	676	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) / c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	677	11	10	1	3389	3389	 Extra parentheses recommended to clarify the ordering of a % operator and another arithmetic operator (* / % + -).	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3389.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	677	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) % c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	678	11	10	1	3389	3389	 Extra parentheses recommended to clarify the ordering of a % operator and another arithmetic operator (* / % + -).	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3389.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	678	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) + c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	679	11	10	1	3389	3389	 Extra parentheses recommended to clarify the ordering of a % operator and another arithmetic operator (* / % + -).	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3389.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	679	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) - c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	680	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	680	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) & c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	681	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	681	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) | c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	682	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	682	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) ^ c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	683	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	683	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) << c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	684	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	684	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) >> c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	685	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	685	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) < c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	686	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	686	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) <= c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	687	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	687	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) >= c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	688	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	688	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) > c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	689	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	689	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) == c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	690	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	690	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) != c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	691	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	691	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) && c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	692	11	10	1	3397	3397	 Extra parentheses recommended. A binary operation is the operand of a binary operator with different precedence.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3397.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	692	11	10	1	3390	3390	 Expression is equivalent to: "(a % b) || c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	703	11	10	1	3396	3396	 Extra parentheses recommended. A binary operation is the operand of a conditional operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3396.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	703	11	10	1	3390	3390	 Expression is equivalent to: "(a % d) ? b : c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	704	7	6	1	3396	3396	 Extra parentheses recommended. A binary operation is the operand of a conditional operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3396.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	704	7	6	1	3390	3390	 Expression is equivalent to: "a ? (b % d) : c"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	705	7	6	1	3396	3396	 Extra parentheses recommended. A binary operation is the operand of a conditional operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3396.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	705	7	6	1	3390	3390	 Expression is equivalent to: "a ? b : (c % d)"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	721	7	6	1	3395	3395	 Extra parentheses recommended. A * or / operation is the operand of a + or - operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3395.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	721	7	6	1	3390	3390	 Expression is equivalent to: "a + (b * c)"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	722	7	6	1	3395	3395	 Extra parentheses recommended. A * or / operation is the operand of a + or - operator.	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3395.html	The precedence of operators within expressions should be made explicit	M3CM Rule-12.1	5
++ WARNING ++	Rule-12.01.c	C:\PRQA\QA-Framework-1.0.5\samples\M3CM_Examples\src\Rule-12.01.c	Rule-12	722	7	6	1	3390	3390	 Expression is equivalent to: "a + (b / c)"	C:\PRQA\QA-Framework-1.0.5\components\qac-8.2.2\doc-en_US\messages\3390.html	Sub-Messages	0.5	0
